project;month;test_gap_assessment;risk_score;score_LEN;score_COM;score_CLI;score_COC;score_ANF;score_UNF;score_ACF;score_UCF;score_RCF;score_RNF;score_CHF;score_CEN
subject 2;2023-10;risky;2,976582667;0,351351351;0,714285714;0,040816327;0;0;0;0;0;0;0;0;0,914656474
subject 2;2023-10;safe;2,653044251;0,216216216;0,428571429;0,897959184;0;0;0;0;0;0;0,5;0;0,356169119
subject 2;2023-10;safe;2,653044251;0,216216216;0,428571429;0,897959184;0;0;0;0;0;0;0,5;0;0,356169119
subject 2;2023-10;safe;1,919758679;0,081081081;0,142857143;0,489795918;0;0;0;0;0;0;0,166666667;0;0,441447642
subject 2;2023-10;safe;1,045057447;0,162162162;0,428571429;0,285714286;-0,5;0;0;0;0;0;0;0;0,441447642
subject 2;2023-10;risky;2,438753252;0,418918919;0,571428571;0,571428571;0;0;0;0;0;0;0,333333333;0;0,319440976
subject 2;2023-09;risky;3,83100304;0,659574468;1;0,085714286;0;0;0;0;0;0;0;0;1
subject 2;2023-09;safe;0,919739125;0,106382979;0,166666667;0,085714286;0;0;0;0;0;0;0;0;0,237630454
subject 2;2023-09;safe;3,825948996;0;0;0,342857143;1;0;0;0;0;0;0;0;0,570117355
subject 2;2023-09;safe;3,825948996;0;0;0,342857143;1;0;0;0;0;0;0;0;0,570117355
subject 2;2023-09;safe;1,800749387;0,021276596;0,166666667;0,085714286;0;0;0;0;0;0;0;0;0,720688777
subject 2;2023-09;safe;3,669948982;0;0;0,114285714;1;0;0;0;0;0;0;0;0,720688777
subject 2;2023-09;safe;1,539327804;0,170212766;0,333333333;0,085714286;0;0;0;0;0;0;0;0;0,432176567
subject 2;2023-09;safe;1,539327804;0,170212766;0,333333333;0,085714286;0;0;0;0;0;0;0;0;0,432176567
subject 2;2023-09;safe;2,006907258;0,276595745;0,333333333;0,171428571;0;0;0;0;0;0;0;0;0,527060518
subject 2;2023-09;safe;1,65372884;0,085106383;0,166666667;0,085714286;0;0;0;0;0;0;0;0;0,61526361
subject 2;2023-09;safe;1,532911985;0,021276596;0,166666667;0,085714286;0;0;0;0;0;0;0;0;0,586770076
subject 2;2023-09;safe;1,532911985;0,021276596;0,166666667;0,085714286;0;0;0;0;0;0;0;0;0,586770076
subject 2;2023-09;risky;1,59686764;0,489361702;0,333333333;0,257142857;0;0;0;0;0;0;0;0;0,129943445
subject 2;2023-09;safe;1,788199215;0,255319149;0,166666667;0,514285714;0;0;0;0;0;0;0;0;0,168820985
subject 2;2023-09;safe;2,075772306;0,085106383;0,166666667;0,085714286;0;0;0;0;0;0;0;0;0,826285343
subject 2;2023-09;risky;2,318302137;0,234042553;0,333333333;0,6;0;0;0;0;0;0;0,5;0;0,525463125
subject 2;2023-09;safe;1,312811297;0,234042553;0,166666667;0,2;0;0;0;0;0;0;0;0;0,256051039
subject 2;2023-09;safe;1,312811297;0,234042553;0,166666667;0,2;0;0;0;0;0;0;0;0;0,256051039
subject 2;2023-09;risky;4,353071247;1;0,166666667;1;0;0;1;0;0;0;1;0;0,59320229
subject 2;2023-09;safe;2,493825563;0,659574468;0,666666667;0,371428571;0;0;0;0;0;0;0;0;0,212363643
subject 2;2023-09;risky;5,148715484;0,382978723;0,5;0,257142857;1;0;0;0;0;0;0;0;0,875725523
subject 2;2023-09;safe;1,856988146;0,234042553;0,5;0,257142857;0;0;0;0;0;0;0;0;0,304329939
subject 2;2023-09;safe;2,837231307;0;0;0,114285714;1;0;0;0;0;0;0;0;0,304329939
subject 2;2023-09;safe;3,18008845;0;0;0,285714286;1;0;0;0;0;0;0;0;0,304329939
subject 2;2023-09;safe;2,722945593;0;0;0,057142857;1;0;0;0;0;0;0;0;0,304329939
subject 2;2023-09;safe;0,278451503;0,191489362;0,333333333;0,371428571;-1;0;0;0;0;0;0;0;0,505385832
subject 2;2023-09;safe;2,449354328;0;0;0,057142857;1;0;0;0;0;0;0;0;0,167534307
subject 2;2023-09;safe;0,866803542;0,106382979;0,166666667;0,114285714;0;0;0;0;0;0;0;0;0,182591234
subject 2;2023-08;risky;4,62962963;0,296296296;1;0,333333333;0,333333333;0;0;0;0;0;0;0;1
subject 2;2023-08;safe;3,833333333;0;0;0,25;0,666666667;0;0;0;0;0;0;0;1
subject 2;2023-08;safe;2,053682081;0;0;0,145833333;0,666666667;0;0;0;0;0;0;0;0,21434104
subject 2;2023-08;safe;1,030688051;0;0;0,083333333;0,333333333;0;0;0;0;0;0;0;0,098677359
subject 2;2023-08;safe;1,672736681;0,197530864;0,2;0,020833333;0;0;0;0;0;0;0;0;0,616769575
subject 2;2023-08;safe;1,850577958;0,296296296;0,4;0,052083333;0;0;0;0;0;0;0;0;0,525057498
subject 2;2023-08;safe;3,308603951;0,950617284;1;0,354166667;0;0;0,5;0;0;0;1;0;0,574826667
subject 2;2023-08;safe;2,534202095;0;0;0,166666667;0,666666667;0;0;0;0;0;0;0;0,433767714
subject 2;2023-08;safe;1,784202095;0;0;0,125;0,333333333;0;0;0;0;0;0;0;0,433767714
subject 2;2023-08;safe;2,04593049;0,061728395;0,2;0,125;0,333333333;0;0;0;0;0;0;0;0,433767714
subject 2;2023-08;safe;1,742535428;0;0;0,104166667;0,333333333;0;0;0;0;0;0;0;0,433767714
subject 2;2023-08;safe;1,575868762;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,433767714
subject 2;2023-08;safe;1,575868762;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,433767714
subject 2;2023-08;safe;1,575868762;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,433767714
subject 2;2023-08;safe;1,915813867;0;0;0,145833333;0,666666667;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,999147201;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,999147201;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,999147201;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,565659546;0,012345679;0,2;0,03125;0;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,999147201;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,565659546;0,012345679;0,2;0,03125;0;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,565659546;0,012345679;0,2;0,03125;0;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;0,565659546;0,012345679;0,2;0,03125;0;0;0;0;0;0;0;0;0,145406934
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,35230803;0;0;0,041666667;0,333333333;0;0;0;0;0;0;0;0,301154015
subject 2;2023-08;safe;1,336109779;0,358024691;0,6;0,03125;0;0;0;0;0;0;0;0;0,157792544
subject 2;2023-08;risky;3,480954621;0;0;0,583333333;1;0;0;0;0;0;0;0;0,157143977
subject 2;2023-08;safe;1,022621288;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,157143977
subject 2;2023-08;safe;1,022621288;0;0;0,020833333;0,333333333;0;0;0;0;0;0;0;0,157143977
subject 2;2023-08;safe;0,949781782;0,49382716;0,6;0,4375;-0,666666667;0;0;0;0;0;0;0;0,157143977
subject 2;2023-08;risky;3,319044133;1;0,6;0,03125;0;0;1;0;0;0;0;0;0,328272067
subject 2;2023-08;safe;2,653831214;0,716049383;0,6;0,03125;0;0;0,5;0;0;0;0;0;0,387640916
subject 2;2023-07;safe;2,483875273;0,022222222;0,25;0,115384615;0;0;0;0;0;0;0;0;0,99044191
subject 2;2023-07;safe;3,134729974;0;0;0,076923077;0,5;0;0;0;0;0;0;0;0,99044191
subject 2;2023-07;safe;2,524126259;0;0;0,384615385;0,5;0;0;0;0;0;0;0;0,377447745
subject 2;2023-07;safe;0,825861308;0,022222222;0,25;0,115384615;0;0;0;0;0;0;0;0;0,161434928
subject 2;2023-07;safe;1,825861308;0,022222222;0,25;0,115384615;0;0;1;0;0;0;0;0;0,161434928
subject 2;2023-07;risky;2,311792924;0,2;0,5;0,115384615;0;0;0;0;0;0;0;0;0,690511847
subject 2;2023-07;safe;2,502991453;0,022222222;0,25;0,115384615;0;0;0;0;0;0;0;0;1
subject 2;2023-07;risky;3,357587265;0,444444444;1;0,730769231;0;0;0;0;0;0;0;0;0,22580218
subject 2;2023-07;safe;2,862072037;0,2;0,25;0,923076923;0;0;0;0;0;0;0;0;0,282959096
subject 2;2023-07;safe;5,338118716;0;0;0,769230769;1;0;0;0;0;0;0;0;0,899828589
subject 2;2023-07;safe;2,387957296;1;1;0,115384615;0;0;0;0;0;0;1;0;0,578594033
subject 2;2023-06;safe;0,679428697;0,192307692;0,111111111;0,048387097;0;0;0;0;0;0;0;0;0,13961785
subject 2;2023-06;safe;0,817472296;0,025641026;0,111111111;0,096774194;0;0;0;0;0;0;0;0;0,243585886
subject 2;2023-06;safe;1,471456305;0,102564103;0,333333333;0,274193548;0;0;0;0;0;0;0;0;0,243585886
subject 2;2023-06;safe;0,804238218;0,076923077;0,111111111;0,064516129;0;0;0;0;0;0;0;0;0,243585886
subject 2;2023-06;safe;2,317387056;0,448717949;0,333333333;0,064516129;0;0;1;0;0;0;0;0;0,203151758
subject 2;2023-06;safe;1,847252067;0,256410256;0,111111111;0,14516129;0;0;0;0;0;0;0;0;0,59470406
subject 2;2023-06;safe;0,279087314;0,115384615;0,222222222;0,096774194;0;0;0;0;0;0;0,5;0;0,123966045
subject 2;2023-06;safe;0,628537334;0,128205128;0,111111111;0,177419355;0;0;0;0;0;0;0,5;0;0,267191193
subject 2;2023-06;safe;-0,223029712;0,256410256;0,555555556;0,016129032;-0,333333333;0;0;0;0;0;0,5;0;0,049706539
subject 2;2023-06;safe;0,855163005;0,102564103;0,111111111;0,048387097;0;0;0;0;0;0;0;0;0,272356799
subject 2;2023-06;safe;1,322135085;0,346153846;0,111111111;0,096774194;0;0;0;0;0;0;0;0;0,33566087
subject 2;2023-06;safe;1,181109444;0,205128205;0,111111111;0,096774194;0;0;0;0;0;0;0;0;0,33566087
subject 2;2023-06;safe;1,199196134;0,294871795;0,222222222;0,483870968;0;0;0;0;0;0;1;0;0,357180091
subject 2;2023-06;risky;4,456295665;0;0;0,870967742;1;0;0;0;0;0;0;0;0,357180091
subject 2;2023-06;safe;0,999168563;0,076923077;0,111111111;0,048387097;0;0;0;0;0;0;0;0;0,357180091
subject 2;2023-06;safe;2,757370934;0;0;0,35483871;0,666666667;0;0;0;0;0;0;0;0,357180091
subject 2;2023-06;safe;2,102211742;0;0;0,35483871;0,333333333;0;0;0;0;0;0;0;0,362933828
subject 2;2023-06;risky;2,141513248;0,346153846;0,666666667;0,064516129;0;0;0;0;0;0;0;0;0,499830238
subject 2;2023-06;safe;0,543968443;0,064102564;0,222222222;0,048387097;0;0;0;0;0;0;0;0;0,080434731
subject 2;2023-06;safe;1,847252067;0,256410256;0,111111111;0,14516129;0;0;0;0;0;0;0;0;0,59470406
subject 2;2023-06;safe;2,317387056;0,448717949;0,333333333;0,064516129;0;0;1;0;0;0;0;0;0,203151758
subject 2;2023-06;risky;2,732184966;1;0,222222222;0,064516129;0;0;1;0;0;0;0;0;0,190465243
subject 2;2023-06;safe;0,980875344;0,230769231;0,111111111;0,129032258;0;0;0;0;0;0;0;0;0,190465243
subject 2;2023-06;safe;1,425933337;0,102564103;0,333333333;0,274193548;0;0;0;0;0;0;0;0;0,220824402
subject 2;2023-06;safe;0,868309957;0,08974359;0,111111111;0,112903226;0;0;0;0;0;0;0;0;0,220824402
subject 2;2023-06;safe;2,594844224;0,243589744;0,222222222;0,064516129;0;0;0;0;0;0;0;0;1
subject 2;2023-06;safe;1,823730697;0,423076923;1;0,14516129;-0,333333333;0;0;0;0;0;0;0;0,38849893
subject 2;2023-06;safe;1,830761301;0;0;0,193548387;0,333333333;0;0;0;0;0;0;0;0,38849893
subject 6;2023-01;safe;0,154784201;0,040816327;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,022548676
subject 6;2023-01;safe;0,244737913;0,028571429;0,03030303;0,017906336;0;0;0;0;0;0;0;0;0,075025391
subject 6;2023-01;safe;0,164382099;0,024489796;0,03030303;0,005509642;0;0;0;0;0;0;0;0;0,049284994
subject 6;2023-01;safe;0,615706433;0,024489796;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,276324572
subject 6;2023-01;safe;0,637846198;0,016326531;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,276324572
subject 6;2023-01;safe;0,637846198;0,016326531;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,276324572
subject 6;2023-01;safe;0,611624801;0,020408163;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,276324572
subject 6;2023-01;safe;1,095978542;0,171428571;0,363636364;0,004132231;0;0;0;0;0;0;0;0;0,276324572
subject 6;2023-01;safe;0,333459224;0,044897959;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,109845371
subject 6;2023-01;safe;0,291012493;0,024489796;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,109845371
subject 6;2023-01;safe;0,200798603;0,032653061;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,060656793
subject 6;2023-01;safe;0,417484716;0,175510204;0,121212121;0,004132231;0;0;0;0;0;0;0;0;0,056248964
subject 6;2023-01;safe;0,232809298;0,106122449;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,028908163
subject 6;2023-01;safe;0,074523038;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,009814507
subject 6;2023-01;safe;0,120428605;0,048979592;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,01644076
subject 6;2023-01;safe;0,237604349;0,057142857;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,070946999
subject 6;2023-01;safe;0,481883879;0,097959184;0,090909091;0,004132231;0;0;0,142857143;0;0;0;0;0;0,070946999
subject 6;2023-01;safe;0,158553208;0,036734694;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,041625511
subject 6;2023-01;safe;0,308802455;0,065306122;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,087312904
subject 6;2023-01;safe;2,45631614;0,106122449;0,090909091;0,037190083;-0,033333333;0;0;0;0;0;0;0;0,125785551
subject 6;2023-01;safe;0,340276335;0;0;0,011019284;0,033333333;0;0;0;0;0;0;0;0,125785551
subject 6;2023-01;safe;0,3731564;0,036734694;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,133775591
subject 6;2023-01;safe;2,633631772;0,204081633;0,181818182;0,008264463;0;0;0,142857143;0;0;0;0;0;0,044172944
subject 6;2023-01;safe;0,318101272;0,13877551;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,040076104
subject 6;2023-01;safe;0,239719202;0,053061224;0,03030303;0,038567493;0;0;0;0;0;0;0;0;0,03960998
subject 6;2023-01;safe;0,168386937;0,040816327;0,03030303;0,026170799;0;0;0;0;0;0;0;0;0,022462991
subject 6;2023-01;safe;0,181952314;0,036734694;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,053325064
subject 6;2023-01;safe;0,435913072;0,106122449;0,181818182;0,020661157;0;0;0;0;0;0;0;0;0,053325064
subject 6;2023-01;safe;0,47905655;0,114285714;0,151515152;0,012396694;0;0;0;0;0;0;0;0;0,094231148
subject 6;2023-01;safe;0,280394606;0,028571429;0,03030303;0,016528926;0;0;0;0;0;0;0;0;0,094231148
subject 6;2023-01;safe;0,613385369;0,12244898;0,121212121;0,033057851;0;0;0;0;0;0;0;0;0,151804283
subject 6;2023-01;safe;0,257257876;0,081632653;0,090909091;0,008264463;0;0;0;0;0;0;0;0;0,034093603
subject 6;2023-01;safe;0,379292962;0,085714286;0,03030303;0,046831956;0;0;0;0;0;0;0;0;0,084805867
subject 6;2023-01;safe;0,106946165;0,024489796;0,03030303;0,012396694;0;0;0;0;0;0;0;0;0,013679975
subject 6;2023-01;safe;0,097921093;0,020408163;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,015340487
subject 6;2023-01;safe;0,262136351;0,065306122;0,121212121;0,004132231;0;0;0;0;0;0;0;0;0,033676822
subject 6;2023-01;safe;0,489712857;0,081632653;0,181818182;0,05785124;0;0;0;0;0;0;0;0;0,055279771
subject 6;2023-01;safe;2,08627728;0,024489796;0,03030303;0,009641873;0;1;0;0;0;0;0;0,00194481;0,007072758
subject 6;2023-01;safe;0,341984764;0,118367347;0,181818182;0,016528926;-0,066666667;0;0;0;0;0;0;0;0,071037359
subject 6;2023-01;safe;0,561193814;0,016326531;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,23799838
subject 6;2023-01;safe;0,530890784;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,23799838
subject 6;2023-01;safe;0,530890784;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,23799838
subject 6;2023-01;safe;0,091099974;0,020408163;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,016062159
subject 6;2023-01;safe;0,286511585;0,065306122;0,03030303;0,004132231;0;0;0,142857143;0;0;0;0;0;0,019890413
subject 6;2023-01;safe;0,183531052;0,028571429;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,04304455
subject 6;2023-01;safe;0,183531052;0,028571429;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,04304455
subject 6;2023-01;safe;0,149146389;0,024489796;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,04304455
subject 6;2023-01;safe;0,294825432;0,073469388;0,03030303;0,004132231;0;0;0,142857143;0;0;0;0;0;0,019965704
subject 6;2023-01;safe;0,286501381;0,065306122;0,03030303;0,004132231;0;0;0,142857143;0;0;0;0;0;0,019885311
subject 6;2023-01;safe;0,384575511;0,102040816;0,090909091;0,004132231;0;0;0,142857143;0;0;0;0;0;0,020251999
subject 6;2023-01;safe;0,379683686;0,110204082;0,060606061;0,004132231;0;0;0,142857143;0;0;0;0;0;0,028875969
subject 6;2023-01;safe;0,088384069;0,020408163;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,010571975
subject 6;2023-01;safe;0,382187035;0,126530612;0,151515152;0,008264463;0;0;0;0;0;0;0;0;0,043806173
subject 6;2023-01;safe;0,291316389;0,069387755;0,03030303;0,004132231;0;0;0,142857143;0;0;0;0;0;0,020251999
subject 6;2023-01;safe;0,160392912;0,040816327;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,025353031
subject 6;2023-01;safe;0,37620221;0,044897959;0,121212121;0,008264463;0;0;0,142857143;0;0;0;0;0;0,025353031
subject 6;2023-01;safe;0,085282788;0,020408163;0,03030303;0,005509642;0;0;0;0;0;0;0;0;0,011776155
subject 6;2023-01;safe;0,159727946;0,06122449;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,014816466
subject 6;2023-01;safe;0,251477326;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,100332468
subject 6;2023-01;safe;0,277082228;0,020408163;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,109053286
subject 6;2023-01;safe;0,138203841;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,043695725
subject 6;2023-01;safe;0,198846422;0,028571429;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,06585375
subject 6;2023-01;safe;0,248433198;0,028571429;0,060606061;0,013774105;0;0;0;0;0;0;0;0;0,06585375
subject 6;2023-01;safe;0,255005901;0,044897959;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,055467194
subject 6;2023-01;safe;0,170255875;0,016326531;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,04252941
subject 6;2023-01;safe;0,156279375;0,032653061;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,04252941
subject 6;2023-01;safe;0,196592938;0,016326531;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,055697942
subject 6;2023-01;safe;0,178534806;0,028571429;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,055697942
subject 6;2023-01;safe;0,213328255;0,016326531;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,064065601
subject 6;2023-01;safe;0,195270123;0,028571429;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,064065601
subject 6;2023-01;safe;0,178943592;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,064065601
subject 6;2023-01;safe;0,119839449;0;0;0,008264463;0,033333333;0;0;0;0;0;0;0;0,018321928
subject 6;2023-01;safe;0,115570409;0,024489796;0,03030303;0,008264463;0;0;0;0;0;0;0;0;0,022124329
subject 6;2023-01;safe;0,452030064;0,085714286;0,060606061;0,019283747;0;0;0;0;0;0;0;0;0,133571113
subject 6;2023-01;safe;0,105799437;0,020408163;0,03030303;0,006887052;0;0;0;0;0;0;0;0;0,020657069
subject 6;2023-01;safe;0,116416482;0,012244898;0,03030303;0,015151515;0;0;0;0;0;0;0;0,0001;0,021832762
subject 6;2023-01;safe;-0,888474462;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;1;0,028315757
subject 6;2023-01;safe;0,096939057;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,021022516
subject 6;2023-01;safe;0,091872636;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,018489306
subject 6;2023-01;safe;0,09202697;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,018566473
subject 6;2023-01;safe;0,089393048;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,019290328
subject 6;2023-01;safe;0,09347468;0,016326531;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,019290328
subject 6;2023-01;safe;0,151562784;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,050375196
subject 6;2023-01;safe;0,382256883;0,106122449;0,03030303;0,096418733;0;0;0;0;0;0;0;0;0,026496969
subject 6;2023-01;safe;0,095966977;0,024489796;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,00681297
subject 6;2023-01;safe;0,095866718;0,024489796;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,006762841
subject 6;2023-01;safe;0,153136317;0,024489796;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,029887999
subject 6;2023-01;safe;0,393541102;0,06122449;0,060606061;0,004132231;0;0;0,142857143;0;0;0;0;0;0,060294473
subject 6;2023-01;safe;0,179564602;0,020408163;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,060294473
subject 6;2023-01;safe;0,359655167;0,110204082;0,090909091;0,008264463;0;0;0;0;0;0;0;2,401E-05;0,071018539
subject 6;2023-01;safe;0,210456869;0,073469388;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,034058479
subject 6;2023-01;safe;0,301485385;0,134693878;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,033808977
subject 6;2023-01;safe;0,216212494;0,069387755;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,038977108
subject 6;2023-01;safe;0,485578433;0,171428571;0,03030303;0,046831956;0;0;0,142857143;0;0;0;0,037037037;0;0,042181407
subject 6;2023-01;safe;0,248538898;0,089795918;0,03030303;0,022038567;0;0;0;0;0;0;0;0;0,042181407
subject 6;2023-01;safe;0,377261275;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,163224442
subject 6;2023-01;safe;0,377261275;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,163224442
subject 6;2023-01;safe;0,143096171;0,012244898;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,04614189
subject 6;2023-01;safe;0,160802698;0,06122449;0,03030303;0,012396694;0;0;0;0;0;0;0;0;0,022240895
subject 6;2023-01;safe;0,158205724;0,048979592;0,03030303;0,024793388;0;0;0;0;0;0;0;0;0,014668162
subject 6;2023-01;safe;0,24053698;0,048979592;0,03030303;0,004132231;0;0;0;0;0;0;0;0,0001;0,076544948
subject 6;2023-01;safe;0,167143966;0,065306122;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,01648366
subject 6;2023-01;risky;0,463244256;0;0;0,038567493;0,1;0;0;0;0;0;0;0;0,093054635
subject 6;2023-01;safe;0,344552708;0,12244898;0,03030303;0,004132231;0;0;0,142857143;0;0;0;0;0;0,020339546
subject 6;2023-01;safe;0,321873429;0,12244898;0,121212121;0,008264463;0;0;0;0;0;0;0;0;0,030841701
subject 6;2023-01;safe;0,424141321;0,07755102;0,090909091;0,012396694;0;0;0,142857143;0;0;0;0;0;0,044015339
subject 6;2023-01;safe;0,375949332;0,146938776;0,03030303;0,004132231;0;0;0,142857143;0;0;0;0;0;0,02379296
subject 6;2023-01;safe;0,178089863;0,07755102;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,015834159
subject 6;2023-01;safe;0,275430617;0,114285714;0,121212121;0,004132231;0;0;0;0;0;0;0;0;0,015834159
subject 6;2023-01;safe;0,144854703;0,028571429;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,038857891
subject 6;2023-01;safe;0,473400016;0,236734694;0,151515152;0,008264463;0;0;0;0;0;0;0;0;0,034310623
subject 6;2023-01;safe;0,163951993;0,057142857;0,060606061;0,004132231;0;0;0;0;0;0;0;0;0,018969306
subject 6;2023-01;safe;0,871172439;0,183673469;0,181818182;0,004132231;0;0;0,428571429;0;0;0;0;0;0,034422448
subject 6;2023-01;safe;0,128510147;0,06122449;0,03030303;0,002754821;0;0;0;0;0;0;0;1,6E-07;0,015736573
subject 6;2023-01;safe;0,29148991;0,118367347;0,060606061;0,019283747;0;0;0;0;0;0;0;0,00014641;0,037047709
subject 6;2023-01;safe;0,145315973;0,032653061;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,037047709
subject 6;2023-01;safe;0,166620685;0,069387755;0,03030303;0,004132231;0;0;0;0;0;0;0;0;0,029332719
subject 6;2023-01;safe;0,274756339;0,12244898;0,090909091;0,004132231;0;0;0;0;0;0;0;0;0,026566903
subject 6;2023-01;safe;0,253407895;0,06122449;0,03030303;0,038567493;0,033333333;0;0;0;0;0;0;0;0,009039361
subject 6;2023-01;safe;-1,855481613;0,040816327;0,03030303;0,012396694;0;0;0;0;0;1;0;0;0,024302821
subject 6;2023-01;safe;-1,861811664;0,040816327;0,03030303;0,012396694;0;0;0;0;0;1;0;0;0,021137795
subject 6;2023-01;safe;0,242726212;0,048979592;0,060606061;0,009641873;0,033333333;0;0;0;0;0;0;0;0,023595073
subject 6;2023-01;safe;0,149939345;0,044897959;0,03030303;0,013774105;0;0;0;0;0;0;0;0;0,023595073
subject 6;2023-01;safe;-1,882364125;0,048979592;0,03030303;0,015151515;0;0;0;0;0;1;0;0;0,004025111
